width,length,depth
1.246016046934408,3.98636100912793,0.5770364035165748
1.4569030839859027,4.117423595251747,3.094734848210555
1.8796505727127477,4.602589361395243,1.7668471839593969
0.5203348604026087,4.881632222798191,4.484502532475238
3.3971327806335143,1.3271986522535313,1.3901664983377438
4.755906067577268,1.8807612962799924,4.903130030917529
2.3325984591951388,1.0595320633098644,2.2130717388967973
4.824587300807543,2.1417830104334277,2.72528152780052
0.2068125589345815,4.854589964601664,1.8411214264615328
2.188187599813576,1.0762990308219162,2.0167605386510425
1.4840328742346587,3.0058000186132587,2.7184582772340757
0.37710019775414216,4.945255855170617,3.1968330875812487
0.27120494360299563,2.635074052810963,0.03499983683730723
1.6979245270561454,2.8750329568046356,1.5418888170926814
0.7706564729234611,3.1365204852094166,3.594598340893781
4.051405382638544,1.3039631942936318,2.7953329444708808
1.9181819134601334,0.2855255556912456,0.7019773303836613
3.149535271979281,2.077408540105777,4.1790938518457175
3.7904966192632217,4.592496405200955,1.8819887916382527
1.4164835908815836,0.08704088055238757,3.831672570737345
0.6790612045226979,2.7285284297109396,0.9618776744808488
3.873528162989599,2.345565448932572,3.284908201323341
1.9376973818982168,4.611862910859034,2.947089799653901
2.7569106156210506,0.538796494559709,2.839202206318603
0.7672325441920252,0.640034964259506,0.22594529597059765
4.988447631103,0.5837613929287477,3.0356144128294
2.207018162236416,2.908084809020812,2.5944525840340864
4.044714252323324,2.7336756730226854,0.8281251784235982
0.06627370322814796,1.1587682198681049,3.4132159329757945
2.4523364853810685,1.1500960233651503,3.3546554747111292
3.779048594745278,4.929131397223575,1.0851745243976818
1.2644366038249144,3.2664027625128425,2.0740494771384532
2.9738467998466707,2.2894321031251943,4.064196033269943
2.4890637773192577,0.4944009681466216,2.296651315399785
2.6521655250129346,0.25217100199908693,0.44665111731700347
0.5426578071456728,3.2298314935668375,3.0921929505571626
3.078220886643219,1.9786429659183447,2.4185146875890813
1.089776243317901,2.1048361298928304,0.2796880042342109
1.531059067542112,4.039212099834252,0.18092922743068507
3.6916519053500494,3.2699441680150625,2.5845948540411317
2.0951798706819904,3.153172004131377,0.5584618892549392
1.7572979332171879,1.9726877951475097,3.3967395444180397
1.7007277068778044,4.947660831691689,0.7013566872499616
0.048345091072528046,2.788270145638223,1.10958584577454
1.6993973171082795,3.7257227018061503,4.476066853200077
0.48783760163553014,0.2002116607468113,0.5244196709100452
3.3659786912451555,4.119156201613644,1.6701579881908468
3.2346030409469013,2.5281673016966515,1.1015627062416034
0.03153847563159229,3.281645543003746,4.85697824684417
0.4657205310087209,2.2015260897380258,4.554011627181692
0.7394234529260674,2.6347348151539993,3.995096238534286
1.6949356976785357,0.44728205204849936,2.518693394679992
4.864814788822208,4.043485307612376,2.379642364767009
1.2418720422235818,2.864760407697664,2.5722902336062097
0.8252409381986631,0.49299403641853257,1.3815518253239527
1.4351515081185733,2.5744018995544953,0.6596323903956647
1.9873215143291594,0.9308379695844676,4.1045327994487115
4.635988761695238,0.650984431344282,0.42374649150323296
2.8178210696524895,4.023402231755487,3.693424049722807
1.5693635940858646,0.7814540777105056,3.94789313713468
2.2408046774339887,3.93973341950847,4.384811091730972
4.531609518947517,0.7590666593949247,1.7195646495891825
1.7804047403279988,1.3539509366094764,4.557329326153317
4.844263957998357,4.469813982485004,1.2802254037641114
1.8135114648548427,1.1362224589147703,4.641854801674979
3.3489573676393087,4.346561687337923,4.5336620367958345
4.564964456550874,3.883112781793151,4.063981834176663
4.811677833630305,0.49181589735373454,4.74488842252301
4.745420720794977,0.052110972204794104,3.5476193266509948
4.247563498949649,1.561241599138246,1.0256751085838645
3.7005014025086966,0.45414841122475846,2.930555992728417
4.683389005955148,3.7576817271399445,2.940597147320871
2.373031075289627,4.955845251079253,1.1077011867318936
4.184591970876993,3.2953177323159806,3.2718897005130705
4.359553662307439,4.700185371914251,0.26550338564466924
4.628866811512614,4.385185272214823,1.6764053732813622
4.325457611289406,1.3712339596550054,3.5622781648869313
1.9475379162487587,1.7905049849316583,4.784987982997013
0.010153890457763604,0.7035778125004466,1.5066302072719266
2.4807847899458366,3.9620386510622967,2.571635450440517
1.143015177602889,3.432901309818484,2.4319047228987714
1.3184864588317524,2.095952807546111,0.7949189368557663
4.296101077185883,4.898704508599864,4.6037538960638225
4.394493983086299,1.6591157410449775,1.4199813671623818
4.418264992312214,0.7982965220168681,0.7295232721074779
0.5149632937017873,4.1854229301118915,0.15135603833572264
0.3931573623338419,2.9280061792376184,1.497031536167721
4.520553441928674,0.4790269031305483,4.370924743814199
0.7440035855040622,2.6169140268213633,1.0653967846046086
3.82982934684777,3.593490783873362,1.0534078874885278
3.958408808514454,1.4921698419105855,3.4405803473200285
0.2370626465195308,4.579839766738893,1.0906451314346959
2.9392763011822485,3.27009320280525,3.3049619600594076
3.246220697485958,1.289356641249368,2.731838299236103
2.368093168351733,1.7934745247780186,3.2862318855028008
0.8829584193638745,0.23926667950708302,0.1752926264787158
1.6518713202403585,2.65320627521435,1.60569181691339
1.1295734138945013,2.9510714631381734,1.527918257014433
0.20181340538492298,3.316874641709227,1.1779379664393437
1.14433168114425,3.119395558601453,4.078165222253393
